,Section,Instruction Mode,Class No,Enroll Stat,Open Seats,Wait List,Hour
5909400,012 (DIS),In Person,23854,Closed,0,12,2021-12-06 10:00:00
5909401,013 (DIS),In Person,23855,Closed,0,15,2021-12-06 10:00:00
5909402,014 (DIS),In Person,26935,Closed,0,10,2021-12-06 10:00:00
5909403,015 (DIS),In Person,26936,Closed,0,11,2021-12-06 10:00:00
5909404,016 (DIS),In Person,26937,Closed,0,12,2021-12-06 10:00:00
5921776,001 (LEC),In Person,26932,Open,7,47,2021-12-06 12:00:00
5921777,002 (LEC),In Person,24565,Open,6,25,2021-12-06 12:00:00
5921778,011 (DIS),In Person,22551,Closed,0,12,2021-12-06 12:00:00
5921779,012 (DIS),In Person,23854,Closed,0,12,2021-12-06 12:00:00
5921780,013 (DIS),In Person,23855,Closed,0,15,2021-12-06 12:00:00
5921781,014 (DIS),In Person,26935,Closed,0,10,2021-12-06 12:00:00
5921782,015 (DIS),In Person,26936,Closed,0,11,2021-12-06 12:00:00
5921783,016 (DIS),In Person,26937,Closed,0,12,2021-12-06 12:00:00
5934418,001 (LEC),In Person,26932,Open,7,47,2021-12-06 13:00:00
5934419,002 (LEC),In Person,24565,Open,6,26,2021-12-06 13:00:00
5934420,011 (DIS),In Person,22551,Closed,0,12,2021-12-06 13:00:00
5934421,012 (DIS),In Person,23854,Closed,0,13,2021-12-06 13:00:00
5934422,013 (DIS),In Person,23855,Closed,0,15,2021-12-06 13:00:00
5934423,014 (DIS),In Person,26935,Closed,0,10,2021-12-06 13:00:00
5934424,015 (DIS),In Person,26936,Closed,0,11,2021-12-06 13:00:00
5934425,016 (DIS),In Person,26937,Closed,0,12,2021-12-06 13:00:00
5951552,001 (LEC),In Person,26932,Open,7,47,2021-12-06 14:00:00
5951553,002 (LEC),In Person,24565,Open,6,26,2021-12-06 14:00:00
5951554,011 (DIS),In Person,22551,Closed,0,12,2021-12-06 14:00:00
5951555,012 (DIS),In Person,23854,Closed,0,13,2021-12-06 14:00:00
5951556,013 (DIS),In Person,23855,Closed,0,15,2021-12-06 14:00:00
5951557,014 (DIS),In Person,26935,Closed,0,10,2021-12-06 14:00:00
5951558,015 (DIS),In Person,26936,Closed,0,11,2021-12-06 14:00:00
5951559,016 (DIS),In Person,26937,Closed,0,12,2021-12-06 14:00:00
5959881,001 (LEC),In Person,26932,Open,7,47,2021-12-06 15:00:00
5959882,002 (LEC),In Person,24565,Open,6,26,2021-12-06 15:00:00
5959883,011 (DIS),In Person,22551,Closed,0,12,2021-12-06 15:00:00
5959884,012 (DIS),In Person,23854,Closed,0,13,2021-12-06 15:00:00
5959885,013 (DIS),In Person,23855,Closed,0,15,2021-12-06 15:00:00
5959886,014 (DIS),In Person,26935,Closed,0,10,2021-12-06 15:00:00
5959887,015 (DIS),In Person,26936,Closed,0,11,2021-12-06 15:00:00
5959888,016 (DIS),In Person,26937,Closed,0,12,2021-12-06 15:00:00
5978710,001 (LEC),In Person,26932,Open,7,47,2021-12-06 16:00:00
5978711,002 (LEC),In Person,24565,Open,6,27,2021-12-06 16:00:00
5978712,011 (DIS),In Person,22551,Closed,0,12,2021-12-06 16:00:00
5978713,012 (DIS),In Person,23854,Closed,0,13,2021-12-06 16:00:00
5978714,013 (DIS),In Person,23855,Closed,0,16,2021-12-06 16:00:00
5978715,014 (DIS),In Person,26935,Closed,0,10,2021-12-06 16:00:00
5978716,015 (DIS),In Person,26936,Closed,0,11,2021-12-06 16:00:00
5978717,016 (DIS),In Person,26937,Closed,0,12,2021-12-06 16:00:00
5992086,001 (LEC),In Person,26932,Open,7,47,2021-12-06 17:00:00
5992087,002 (LEC),In Person,24565,Open,7,27,2021-12-06 17:00:00
5992088,011 (DIS),In Person,22551,Closed,0,12,2021-12-06 17:00:00
5992089,012 (DIS),In Person,23854,Closed,0,13,2021-12-06 17:00:00
5992090,013 (DIS),In Person,23855,Closed,0,16,2021-12-06 17:00:00
5992091,014 (DIS),In Person,26935,Closed,0,10,2021-12-06 17:00:00
5992092,015 (DIS),In Person,26936,Closed,0,11,2021-12-06 17:00:00
5992093,016 (DIS),In Person,26937,Closed,0,12,2021-12-06 17:00:00
5999804,001 (LEC),In Person,26932,Open,7,47,2021-12-06 18:00:00
5999805,002 (LEC),In Person,24565,Open,7,27,2021-12-06 18:00:00
5999806,011 (DIS),In Person,22551,Closed,0,12,2021-12-06 18:00:00
5999807,012 (DIS),In Person,23854,Closed,0,13,2021-12-06 18:00:00
5999808,013 (DIS),In Person,23855,Closed,0,16,2021-12-06 18:00:00
5999809,014 (DIS),In Person,26935,Closed,0,10,2021-12-06 18:00:00
5999810,015 (DIS),In Person,26936,Closed,0,11,2021-12-06 18:00:00
5999811,016 (DIS),In Person,26937,Closed,0,12,2021-12-06 18:00:00
6016862,001 (LEC),In Person,26932,Open,7,47,2021-12-06 20:00:00
6016863,002 (LEC),In Person,24565,Open,7,28,2021-12-06 20:00:00
6016864,011 (DIS),In Person,22551,Closed,0,12,2021-12-06 20:00:00
6016865,012 (DIS),In Person,23854,Closed,0,13,2021-12-06 20:00:00
6016866,013 (DIS),In Person,23855,Closed,0,16,2021-12-06 20:00:00
6016867,014 (DIS),In Person,26935,Closed,0,11,2021-12-06 20:00:00
6016868,015 (DIS),In Person,26936,Closed,0,11,2021-12-06 20:00:00
6016869,016 (DIS),In Person,26937,Closed,0,12,2021-12-06 20:00:00
6026513,001 (LEC),In Person,26932,Open,7,47,2021-12-06 21:00:00
6026514,002 (LEC),In Person,24565,Open,7,28,2021-12-06 21:00:00
6026515,011 (DIS),In Person,22551,Closed,0,12,2021-12-06 21:00:00
6026516,012 (DIS),In Person,23854,Closed,0,13,2021-12-06 21:00:00
6026517,013 (DIS),In Person,23855,Closed,0,16,2021-12-06 21:00:00
6026518,014 (DIS),In Person,26935,Closed,0,11,2021-12-06 21:00:00
6026519,015 (DIS),In Person,26936,Closed,0,11,2021-12-06 21:00:00
6026520,016 (DIS),In Person,26937,Closed,0,12,2021-12-06 21:00:00
6045704,001 (LEC),In Person,26932,Open,7,47,2021-12-06 22:00:00
6045705,002 (LEC),In Person,24565,Open,7,28,2021-12-06 22:00:00
6045706,011 (DIS),In Person,22551,Closed,0,12,2021-12-06 22:00:00
6045707,012 (DIS),In Person,23854,Closed,0,13,2021-12-06 22:00:00
6045708,013 (DIS),In Person,23855,Closed,0,16,2021-12-06 22:00:00
6045709,014 (DIS),In Person,26935,Closed,0,11,2021-12-06 22:00:00
6045710,015 (DIS),In Person,26936,Closed,0,11,2021-12-06 22:00:00
6045711,016 (DIS),In Person,26937,Closed,0,12,2021-12-06 22:00:00
6054140,001 (LEC),In Person,26932,Open,7,47,2021-12-06 23:00:00
6054141,002 (LEC),In Person,24565,Open,7,28,2021-12-06 23:00:00
6054142,011 (DIS),In Person,22551,Closed,0,12,2021-12-06 23:00:00
6054143,012 (DIS),In Person,23854,Closed,0,13,2021-12-06 23:00:00
6054144,013 (DIS),In Person,23855,Closed,0,16,2021-12-06 23:00:00
6054145,014 (DIS),In Person,26935,Closed,0,11,2021-12-06 23:00:00
6054146,015 (DIS),In Person,26936,Closed,0,11,2021-12-06 23:00:00
6054147,016 (DIS),In Person,26937,Closed,0,12,2021-12-06 23:00:00
6073742,001 (LEC),In Person,26932,Open,7,47,2021-12-07 00:00:00
6073743,002 (LEC),In Person,24565,Open,7,28,2021-12-07 00:00:00
6073744,011 (DIS),In Person,22551,Closed,0,12,2021-12-07 00:00:00
6073745,012 (DIS),In Person,23854,Closed,0,13,2021-12-07 00:00:00
6073746,013 (DIS),In Person,23855,Closed,0,16,2021-12-07 00:00:00
6073747,014 (DIS),In Person,26935,Closed,0,11,2021-12-07 00:00:00
6073748,015 (DIS),In Person,26936,Closed,0,11,2021-12-07 00:00:00
6073749,016 (DIS),In Person,26937,Closed,0,12,2021-12-07 00:00:00
6081777,001 (LEC),In Person,26932,Open,7,47,2021-12-07 01:00:00
6081778,002 (LEC),In Person,24565,Open,7,28,2021-12-07 01:00:00
6081779,011 (DIS),In Person,22551,Closed,0,12,2021-12-07 01:00:00
6081780,012 (DIS),In Person,23854,Closed,0,13,2021-12-07 01:00:00
6081781,013 (DIS),In Person,23855,Closed,0,16,2021-12-07 01:00:00
6081782,014 (DIS),In Person,26935,Closed,0,11,2021-12-07 01:00:00
6081783,015 (DIS),In Person,26936,Closed,0,11,2021-12-07 01:00:00
6081784,016 (DIS),In Person,26937,Closed,0,12,2021-12-07 01:00:00
6096874,001 (LEC),In Person,26932,Open,7,47,2021-12-07 02:00:00
6096875,002 (LEC),In Person,24565,Open,7,28,2021-12-07 02:00:00
6096876,011 (DIS),In Person,22551,Closed,0,12,2021-12-07 02:00:00
6096877,012 (DIS),In Person,23854,Closed,0,13,2021-12-07 02:00:00
6096878,013 (DIS),In Person,23855,Closed,0,16,2021-12-07 02:00:00
6096879,014 (DIS),In Person,26935,Closed,0,11,2021-12-07 02:00:00
6096880,015 (DIS),In Person,26936,Closed,0,11,2021-12-07 02:00:00
6096881,016 (DIS),In Person,26937,Closed,0,12,2021-12-07 02:00:00
6107998,001 (LEC),In Person,26932,Open,7,47,2021-12-07 03:00:00
6107999,002 (LEC),In Person,24565,Open,7,28,2021-12-07 03:00:00
6108000,011 (DIS),In Person,22551,Closed,0,12,2021-12-07 03:00:00
6108001,012 (DIS),In Person,23854,Closed,0,13,2021-12-07 03:00:00
6108002,013 (DIS),In Person,23855,Closed,0,16,2021-12-07 03:00:00
6108003,014 (DIS),In Person,26935,Closed,0,11,2021-12-07 03:00:00
6108004,015 (DIS),In Person,26936,Closed,0,11,2021-12-07 03:00:00
6108005,016 (DIS),In Person,26937,Closed,0,12,2021-12-07 03:00:00
6125360,001 (LEC),In Person,26932,Open,7,47,2021-12-07 04:00:00
6125361,002 (LEC),In Person,24565,Open,7,28,2021-12-07 04:00:00
6125362,011 (DIS),In Person,22551,Closed,0,12,2021-12-07 04:00:00
6125363,012 (DIS),In Person,23854,Closed,0,13,2021-12-07 04:00:00
6125364,013 (DIS),In Person,23855,Closed,0,16,2021-12-07 04:00:00
6125365,014 (DIS),In Person,26935,Closed,0,11,2021-12-07 04:00:00
6125366,015 (DIS),In Person,26936,Closed,0,11,2021-12-07 04:00:00
6125367,016 (DIS),In Person,26937,Closed,0,12,2021-12-07 04:00:00
6137085,001 (LEC),In Person,26932,Open,7,47,2021-12-07 05:00:00
6137086,002 (LEC),In Person,24565,Open,7,28,2021-12-07 05:00:00
6137087,011 (DIS),In Person,22551,Closed,0,12,2021-12-07 05:00:00
6137088,012 (DIS),In Person,23854,Closed,0,13,2021-12-07 05:00:00
6137089,013 (DIS),In Person,23855,Closed,0,16,2021-12-07 05:00:00
6137090,014 (DIS),In Person,26935,Closed,0,11,2021-12-07 05:00:00
6137091,015 (DIS),In Person,26936,Closed,0,11,2021-12-07 05:00:00
6137092,016 (DIS),In Person,26937,Closed,0,12,2021-12-07 05:00:00
6153220,001 (LEC),In Person,26932,Open,7,47,2021-12-07 06:00:00
6153221,002 (LEC),In Person,24565,Open,7,29,2021-12-07 06:00:00
6153222,011 (DIS),In Person,22551,Closed,0,12,2021-12-07 06:00:00
6153223,012 (DIS),In Person,23854,Closed,0,13,2021-12-07 06:00:00
6153224,013 (DIS),In Person,23855,Closed,0,16,2021-12-07 06:00:00
6153225,014 (DIS),In Person,26935,Closed,0,11,2021-12-07 06:00:00
6153226,015 (DIS),In Person,26936,Closed,0,12,2021-12-07 06:00:00
6153227,016 (DIS),In Person,26937,Closed,0,12,2021-12-07 06:00:00
6164065,001 (LEC),In Person,26932,Open,7,47,2021-12-07 07:00:00
6164066,002 (LEC),In Person,24565,Open,7,29,2021-12-07 07:00:00
6164067,011 (DIS),In Person,22551,Closed,0,12,2021-12-07 07:00:00
6164068,012 (DIS),In Person,23854,Closed,0,13,2021-12-07 07:00:00
6164069,013 (DIS),In Person,23855,Closed,0,16,2021-12-07 07:00:00
6164070,014 (DIS),In Person,26935,Closed,0,11,2021-12-07 07:00:00
6164071,015 (DIS),In Person,26936,Closed,0,12,2021-12-07 07:00:00
6164072,016 (DIS),In Person,26937,Closed,0,12,2021-12-07 07:00:00
6181626,001 (LEC),In Person,26932,Open,7,47,2021-12-07 08:00:00
6181627,002 (LEC),In Person,24565,Open,7,29,2021-12-07 08:00:00
6181628,011 (DIS),In Person,22551,Closed,0,12,2021-12-07 08:00:00
6181629,012 (DIS),In Person,23854,Closed,0,13,2021-12-07 08:00:00
6181630,013 (DIS),In Person,23855,Closed,0,16,2021-12-07 08:00:00
6181631,014 (DIS),In Person,26935,Closed,0,11,2021-12-07 08:00:00
6181632,015 (DIS),In Person,26936,Closed,0,12,2021-12-07 08:00:00
6181633,016 (DIS),In Person,26937,Closed,0,12,2021-12-07 08:00:00
6190475,001 (LEC),In Person,26932,Open,7,47,2021-12-07 09:00:00
6190476,002 (LEC),In Person,24565,Open,7,29,2021-12-07 09:00:00
6190477,011 (DIS),In Person,22551,Closed,0,12,2021-12-07 09:00:00
6190478,012 (DIS),In Person,23854,Closed,0,13,2021-12-07 09:00:00
6190479,013 (DIS),In Person,23855,Closed,0,16,2021-12-07 09:00:00
6190480,014 (DIS),In Person,26935,Closed,0,11,2021-12-07 09:00:00
6190481,015 (DIS),In Person,26936,Closed,0,12,2021-12-07 09:00:00
6190482,016 (DIS),In Person,26937,Closed,0,12,2021-12-07 09:00:00
6206669,001 (LEC),In Person,26932,Open,7,47,2021-12-07 10:00:00
6206670,002 (LEC),In Person,24565,Open,7,29,2021-12-07 10:00:00
6206671,011 (DIS),In Person,22551,Closed,0,12,2021-12-07 10:00:00
6206672,012 (DIS),In Person,23854,Closed,0,13,2021-12-07 10:00:00
6206673,013 (DIS),In Person,23855,Closed,0,16,2021-12-07 10:00:00
6206674,014 (DIS),In Person,26935,Closed,0,11,2021-12-07 10:00:00
6206675,015 (DIS),In Person,26936,Closed,0,12,2021-12-07 10:00:00
6206676,016 (DIS),In Person,26937,Closed,0,12,2021-12-07 10:00:00
6219947,001 (LEC),In Person,26932,Open,7,47,2021-12-07 11:00:00
6219948,002 (LEC),In Person,24565,Open,7,29,2021-12-07 11:00:00
6219949,011 (DIS),In Person,22551,Closed,0,12,2021-12-07 11:00:00
6219950,012 (DIS),In Person,23854,Closed,0,13,2021-12-07 11:00:00
6219951,013 (DIS),In Person,23855,Closed,0,16,2021-12-07 11:00:00
6219952,014 (DIS),In Person,26935,Closed,0,11,2021-12-07 11:00:00
6219953,015 (DIS),In Person,26936,Closed,0,12,2021-12-07 11:00:00
6219954,016 (DIS),In Person,26937,Closed,0,12,2021-12-07 11:00:00
6234866,001 (LEC),In Person,26932,Open,7,47,2021-12-07 12:00:00
6234867,002 (LEC),In Person,24565,Open,7,29,2021-12-07 12:00:00
6234868,011 (DIS),In Person,22551,Closed,0,12,2021-12-07 12:00:00
6234869,012 (DIS),In Person,23854,Closed,0,13,2021-12-07 12:00:00
6234870,013 (DIS),In Person,23855,Closed,0,16,2021-12-07 12:00:00
6234871,014 (DIS),In Person,26935,Closed,0,11,2021-12-07 12:00:00
6234872,015 (DIS),In Person,26936,Closed,0,12,2021-12-07 12:00:00
6234873,016 (DIS),In Person,26937,Closed,0,12,2021-12-07 12:00:00
6247434,001 (LEC),In Person,26932,Open,7,47,2021-12-07 13:00:00
6247435,002 (LEC),In Person,24565,Open,7,29,2021-12-07 13:00:00
6247436,011 (DIS),In Person,22551,Closed,0,12,2021-12-07 13:00:00
6247437,012 (DIS),In Person,23854,Closed,0,13,2021-12-07 13:00:00
6247438,013 (DIS),In Person,23855,Closed,0,16,2021-12-07 13:00:00
6247439,014 (DIS),In Person,26935,Closed,0,11,2021-12-07 13:00:00
6247440,015 (DIS),In Person,26936,Closed,0,12,2021-12-07 13:00:00
6247441,016 (DIS),In Person,26937,Closed,0,12,2021-12-07 13:00:00
6261414,001 (LEC),In Person,26932,Open,7,47,2021-12-07 14:00:00
6261415,002 (LEC),In Person,24565,Open,7,29,2021-12-07 14:00:00
6261416,011 (DIS),In Person,22551,Closed,0,12,2021-12-07 14:00:00
6261417,012 (DIS),In Person,23854,Closed,0,13,2021-12-07 14:00:00
6261418,013 (DIS),In Person,23855,Closed,0,16,2021-12-07 14:00:00
6261419,014 (DIS),In Person,26935,Closed,0,11,2021-12-07 14:00:00
6261420,015 (DIS),In Person,26936,Closed,0,12,2021-12-07 14:00:00
6261421,016 (DIS),In Person,26937,Closed,0,12,2021-12-07 14:00:00
6273536,001 (LEC),In Person,26932,Open,7,47,2021-12-07 15:00:00
6273537,002 (LEC),In Person,24565,Open,7,29,2021-12-07 15:00:00
6273538,011 (DIS),In Person,22551,Closed,0,12,2021-12-07 15:00:00
6273539,012 (DIS),In Person,23854,Closed,0,13,2021-12-07 15:00:00
6273540,013 (DIS),In Person,23855,Closed,0,16,2021-12-07 15:00:00
6273541,014 (DIS),In Person,26935,Closed,0,11,2021-12-07 15:00:00
6273542,015 (DIS),In Person,26936,Closed,0,12,2021-12-07 15:00:00
6273543,016 (DIS),In Person,26937,Closed,0,12,2021-12-07 15:00:00
6285672,001 (LEC),In Person,26932,Open,8,47,2021-12-07 16:00:00
6285673,002 (LEC),In Person,24565,Open,7,29,2021-12-07 16:00:00
6285674,011 (DIS),In Person,22551,Closed,0,12,2021-12-07 16:00:00
6285675,012 (DIS),In Person,23854,Closed,0,13,2021-12-07 16:00:00
6285676,013 (DIS),In Person,23855,Closed,0,16,2021-12-07 16:00:00
6285677,014 (DIS),In Person,26935,Closed,0,11,2021-12-07 16:00:00
6285678,015 (DIS),In Person,26936,Closed,0,12,2021-12-07 16:00:00
6285679,016 (DIS),In Person,26937,Closed,0,12,2021-12-07 16:00:00
6301087,001 (LEC),In Person,26932,Open,8,47,2021-12-07 17:00:00
6301088,002 (LEC),In Person,24565,Open,7,29,2021-12-07 17:00:00
6301089,011 (DIS),In Person,22551,Closed,0,12,2021-12-07 17:00:00
6301090,012 (DIS),In Person,23854,Closed,0,13,2021-12-07 17:00:00
6301091,013 (DIS),In Person,23855,Closed,0,16,2021-12-07 17:00:00
6301092,014 (DIS),In Person,26935,Closed,0,11,2021-12-07 17:00:00
6301093,015 (DIS),In Person,26936,Closed,0,12,2021-12-07 17:00:00
6301094,016 (DIS),In Person,26937,Closed,0,12,2021-12-07 17:00:00
6318279,001 (LEC),In Person,26932,Open,8,48,2021-12-07 18:00:00
6318280,002 (LEC),In Person,24565,Open,7,29,2021-12-07 18:00:00
6318281,011 (DIS),In Person,22551,Closed,0,12,2021-12-07 18:00:00
6318282,012 (DIS),In Person,23854,Closed,0,13,2021-12-07 18:00:00
6318283,013 (DIS),In Person,23855,Closed,0,16,2021-12-07 18:00:00
6318284,014 (DIS),In Person,26935,Closed,0,12,2021-12-07 18:00:00
6318285,015 (DIS),In Person,26936,Closed,0,12,2021-12-07 18:00:00
6318286,016 (DIS),In Person,26937,Closed,0,12,2021-12-07 18:00:00
6327640,001 (LEC),In Person,26932,Open,8,48,2021-12-07 19:00:00
6327641,002 (LEC),In Person,24565,Open,7,29,2021-12-07 19:00:00
6327642,011 (DIS),In Person,22551,Closed,0,12,2021-12-07 19:00:00
6327643,012 (DIS),In Person,23854,Closed,0,13,2021-12-07 19:00:00
6327644,013 (DIS),In Person,23855,Closed,0,16,2021-12-07 19:00:00
6327645,014 (DIS),In Person,26935,Closed,0,12,2021-12-07 19:00:00
6327646,015 (DIS),In Person,26936,Closed,0,12,2021-12-07 19:00:00
6327647,016 (DIS),In Person,26937,Closed,0,12,2021-12-07 19:00:00
6343003,001 (LEC),In Person,26932,Open,8,48,2021-12-07 20:00:00
6343004,002 (LEC),In Person,24565,Open,7,30,2021-12-07 20:00:00
6343005,011 (DIS),In Person,22551,Closed,0,12,2021-12-07 20:00:00
6343006,012 (DIS),In Person,23854,Closed,0,13,2021-12-07 20:00:00
6343007,013 (DIS),In Person,23855,Closed,0,16,2021-12-07 20:00:00
6343008,014 (DIS),In Person,26935,Closed,0,12,2021-12-07 20:00:00
6343009,015 (DIS),In Person,26936,Closed,0,13,2021-12-07 20:00:00
6343010,016 (DIS),In Person,26937,Closed,0,12,2021-12-07 20:00:00
6355555,001 (LEC),In Person,26932,Open,8,48,2021-12-07 21:00:00
6355556,002 (LEC),In Person,24565,Open,8,30,2021-12-07 21:00:00
6355557,011 (DIS),In Person,22551,Closed,0,12,2021-12-07 21:00:00
6355558,012 (DIS),In Person,23854,Closed,0,13,2021-12-07 21:00:00
6355559,013 (DIS),In Person,23855,Closed,0,16,2021-12-07 21:00:00
6355560,014 (DIS),In Person,26935,Closed,0,12,2021-12-07 21:00:00
6355561,015 (DIS),In Person,26936,Closed,0,13,2021-12-07 21:00:00
6355562,016 (DIS),In Person,26937,Closed,0,12,2021-12-07 21:00:00
6365965,001 (LEC),In Person,26932,Open,8,48,2021-12-07 22:00:00
6365966,002 (LEC),In Person,24565,Open,8,30,2021-12-07 22:00:00
6365967,011 (DIS),In Person,22551,Closed,0,12,2021-12-07 22:00:00
6365968,012 (DIS),In Person,23854,Closed,0,13,2021-12-07 22:00:00
6365969,013 (DIS),In Person,23855,Closed,0,16,2021-12-07 22:00:00
6365970,014 (DIS),In Person,26935,Closed,0,12,2021-12-07 22:00:00
6365971,015 (DIS),In Person,26936,Closed,0,13,2021-12-07 22:00:00
6365972,016 (DIS),In Person,26937,Closed,0,12,2021-12-07 22:00:00
6381570,001 (LEC),In Person,26932,Open,8,49,2021-12-07 23:00:00
6381571,002 (LEC),In Person,24565,Open,8,30,2021-12-07 23:00:00
6381572,011 (DIS),In Person,22551,Closed,0,13,2021-12-07 23:00:00
6381573,012 (DIS),In Person,23854,Closed,0,13,2021-12-07 23:00:00
6381574,013 (DIS),In Person,23855,Closed,0,16,2021-12-07 23:00:00
6381575,014 (DIS),In Person,26935,Closed,0,12,2021-12-07 23:00:00
6381576,015 (DIS),In Person,26936,Closed,0,13,2021-12-07 23:00:00
6381577,016 (DIS),In Person,26937,Closed,0,12,2021-12-07 23:00:00
6397070,001 (LEC),In Person,26932,Open,8,49,2021-12-08 00:00:00
6397071,002 (LEC),In Person,24565,Open,8,30,2021-12-08 00:00:00
6397072,011 (DIS),In Person,22551,Closed,0,13,2021-12-08 00:00:00
6397073,012 (DIS),In Person,23854,Closed,0,13,2021-12-08 00:00:00
6397074,013 (DIS),In Person,23855,Closed,0,16,2021-12-08 00:00:00
6397075,014 (DIS),In Person,26935,Closed,0,12,2021-12-08 00:00:00
6397076,015 (DIS),In Person,26936,Closed,0,13,2021-12-08 00:00:00
6397077,016 (DIS),In Person,26937,Closed,0,12,2021-12-08 00:00:00
6412497,001 (LEC),In Person,26932,Open,8,49,2021-12-08 01:00:00
6412498,002 (LEC),In Person,24565,Open,8,30,2021-12-08 01:00:00
6412499,011 (DIS),In Person,22551,Closed,0,13,2021-12-08 01:00:00
6412500,012 (DIS),In Person,23854,Closed,0,13,2021-12-08 01:00:00
6412501,013 (DIS),In Person,23855,Closed,0,16,2021-12-08 01:00:00
6412502,014 (DIS),In Person,26935,Closed,0,12,2021-12-08 01:00:00
6412503,015 (DIS),In Person,26936,Closed,0,13,2021-12-08 01:00:00
6412504,016 (DIS),In Person,26937,Closed,0,12,2021-12-08 01:00:00
6419905,001 (LEC),In Person,26932,Open,8,50,2021-12-08 02:00:00
6419906,002 (LEC),In Person,24565,Open,8,30,2021-12-08 02:00:00
6419907,011 (DIS),In Person,22551,Closed,0,14,2021-12-08 02:00:00
6419908,012 (DIS),In Person,23854,Closed,0,13,2021-12-08 02:00:00
6419909,013 (DIS),In Person,23855,Closed,0,16,2021-12-08 02:00:00
6419910,014 (DIS),In Person,26935,Closed,0,12,2021-12-08 02:00:00
6419911,015 (DIS),In Person,26936,Closed,0,13,2021-12-08 02:00:00
6419912,016 (DIS),In Person,26937,Closed,0,12,2021-12-08 02:00:00
6434741,001 (LEC),In Person,26932,Open,8,50,2021-12-08 03:00:00
6434742,002 (LEC),In Person,24565,Open,8,30,2021-12-08 03:00:00
6434743,011 (DIS),In Person,22551,Closed,0,14,2021-12-08 03:00:00
6434744,012 (DIS),In Person,23854,Closed,0,13,2021-12-08 03:00:00
6434745,013 (DIS),In Person,23855,Closed,0,16,2021-12-08 03:00:00
6434746,014 (DIS),In Person,26935,Closed,0,12,2021-12-08 03:00:00
6434747,015 (DIS),In Person,26936,Closed,0,13,2021-12-08 03:00:00
6434748,016 (DIS),In Person,26937,Closed,0,12,2021-12-08 03:00:00
6448757,001 (LEC),In Person,26932,Open,8,50,2021-12-08 04:00:00
6448758,002 (LEC),In Person,24565,Open,8,30,2021-12-08 04:00:00
6448759,011 (DIS),In Person,22551,Closed,0,14,2021-12-08 04:00:00
6448760,012 (DIS),In Person,23854,Closed,0,13,2021-12-08 04:00:00
6448761,013 (DIS),In Person,23855,Closed,0,16,2021-12-08 04:00:00
6448762,014 (DIS),In Person,26935,Closed,0,12,2021-12-08 04:00:00
6448763,015 (DIS),In Person,26936,Closed,0,13,2021-12-08 04:00:00
6448764,016 (DIS),In Person,26937,Closed,0,12,2021-12-08 04:00:00
6462202,001 (LEC),In Person,26932,Open,8,50,2021-12-08 05:00:00
6462203,002 (LEC),In Person,24565,Open,8,30,2021-12-08 05:00:00
6462204,011 (DIS),In Person,22551,Closed,0,14,2021-12-08 05:00:00
